Nationality,Gender,customer_age,years_in_operation,has_insurance,active_loan_holder,has_internet_banking,has_debit_card,credit_card_ownership,compliance_income_tax,current_problem_cash_flow,liquidity_constraint,uses_informal_lender,uses_friends_family_savings,funding_access_barrier,mobile_wallet_access,extends_customer_credit,inventory_shrinkage_risk,financial_tracking,log_gross_income,log_operating_expense,log_business_sales,profit_margin,revenue_efficiency,financial_stress_score,formality_score,digital_access_score,insurance_gap,extends_credit,survey_coverage,cluster
Ghana,Female,66.0,10.0,No,Never had,Never had,Have now,Never had,No,No,Yes,Never had,Never had,Yes,Never had,Yes - always,Not Surveyed,Yes - sometimes,7.313886831633462,7.824445930877619,8.294299608857235,-0.5105590992441575,0.7869217842583329,2.0,1.0,0,0,1,1.0,Established_Veterans
Kenya,Male,27.0,3.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,No,Never had,Yes - sometimes,No,No,12.100717685412471,9.90353755128617,15.607270193858982,2.1971801341263006,0.7286397790942826,1.0,0.0,0,0,1,1.0,Large_Informal
Ghana,Female,39.0,2.0,No,Used to have but don't have now,Never had,Never had,Never had,No,Yes,Yes,Never had,Used to have but don't have now,Yes,Have now,No,Not Surveyed,No,8.006700845440367,8.517393171418904,8.987321812850125,-0.5106923259785372,0.8016864776639715,3.0,0.0,1,0,0,1.0,Large_Informal
Kenya,Female,35.0,5.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,No,No,11.918397239722838,11.002116507732017,11.461642696843066,0.9162807319908204,0.9564065933893411,2.0,0.0,1,0,1,1.0,Large_Informal
Uganda,Female,51.0,15.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,No,6.803505257608338,8.594339400592892,9.287394001418473,-1.7908341429845542,0.6613438988212408,5.0,0.0,1,0,1,0.5,High_Risk_Informal
Ghana,Female,35.0,5.0,No,Have now,Have now,Never had,Never had,Yes,No,Yes,Never had,Never had,Yes,Have now,No,Not Surveyed,Yes - always,9.472781556562168,11.407576060361786,11.695255355062795,-1.9347945037996173,0.7461670751494162,2.0,2.0,2,0,0,1.0,Stable_Formal
Kenya,Female,31.0,4.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,No,Have now,No,Yes,No,11.407576060361786,9.105090961257085,9.90353755128617,2.3024850991047003,1.046227062245148,1.0,0.0,1,1,0,1.0,Large_Informal
Uganda,Female,48.0,2.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,Don't know,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,Yes - sometimes,4.795790545596741,6.734591659972948,7.0909098220799835,-1.938801114376207,0.5927381037555374,5.0,0.0,1,0,1,0.5,High_Risk_Informal
Uganda,Male,29.0,1.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,No,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,Yes - always,5.564520407322694,7.313886831633462,7.621195162809845,-1.749366424310768,0.6454465189846241,2.5,0.0,1,0,1,0.5,High_Risk_Informal
Ghana,Female,26.0,0.0,No,Have now,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Not Surveyed,Yes - always,8.006700845440367,8.294299608857235,8.853808274977197,-0.2875987634168684,0.8125488767396274,2.0,0.0,1,0,1,1.0,Large_Informal
Kenya,Male,39.0,6.0,No,Never had,Never had,Have now,Never had,No,No,No,Never had,Never had,No,Used to have but don't have now,Yes - sometimes,No,Yes - always,13.815511557963774,13.122365377402328,16.300417291085605,0.6931461805614454,0.798565221029813,0.0,1.0,0,0,1,1.0,Large_Informal
Uganda,Female,38.0,5.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,Yes - sometimes,5.351858133476067,7.427144133408616,8.343077871169383,-2.0752859999325493,0.5728153192419262,5.0,0.0,1,0,1,0.5,High_Risk_Informal
Uganda,Female,37.0,7.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,No,4.110873864173311,7.0909098220799835,7.560601162768557,-2.980035957906672,0.4802085491439747,5.0,0.0,1,0,1,0.5,High_Risk_Informal
Ghana,Male,47.0,20.0,No,Used to have but don't have now,Never had,Never had,Never had,No,Yes,Yes,Used to have but don't have now,Used to have but don't have now,Yes,Have now,No,Not Surveyed,Yes - sometimes,8.006700845440367,8.412054873292933,8.987321812850125,-0.4053540278525656,0.8016864776639715,3.0,0.0,1,0,0,1.0,Established_Veterans
DRC,Not Surveyed,22.0,3.0,Not Surveyed,Used to have but don't have now,Used to have but don't have now,Have now,Not Surveyed,No,No,Not Surveyed,Have now,Have now,No,Have now,Not Surveyed,Yes,Not Surveyed,6.398594934535208,5.707110264748875,5.707110264748875,0.6914846697863322,0.9540017506741826,2.5,1.6666666666666665,1,1,0,0.7,Stable_Formal
Uganda,Male,40.0,5.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,No,No,5.017279836814924,6.398594934535208,7.783640596221253,-1.3813150977202833,0.5712073236436122,5.0,0.0,1,0,0,0.5,High_Risk_Informal
Uganda,Female,54.0,1.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,Don't know,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,No,4.61512051684126,3.713572066704308,7.0909098220799835,0.9015484501369517,0.5704081022194387,5.0,0.0,1,0,1,0.5,High_Risk_Informal
Ghana,Female,31.0,4.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Used to have but don't have now,Never had,Yes,Never had,Yes - sometimes,Not Surveyed,No,7.601402334583733,5.017279836814924,5.303304908059076,2.584122497768809,1.20593917721876,2.0,0.0,0,0,1,1.0,Large_Informal
Ghana,Male,70.0,14.0,No,Never had,Have now,Have now,Never had,Yes,No,Yes,Never had,Never had,Yes,Have now,No,Not Surveyed,Yes - always,9.61587214452889,11.350418300109132,11.51293546492023,-1.734546155580242,0.7684745255409332,2.0,3.0,2,0,0,1.0,Established_Veterans
Ghana,Female,51.0,4.0,No,Have now,Have now,Never had,Never had,No,Yes,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Not Surveyed,Yes - sometimes,8.006700845440367,11.5730888039415,12.506180941677357,-3.5663879585011333,0.592817531470595,3.0,1.0,2,0,1,1.0,Large_Informal
DRC,Not Surveyed,46.0,0.0,Not Surveyed,Used to have but don't have now,Used to have but don't have now,Have now,Not Surveyed,No,Yes,Not Surveyed,Used to have but don't have now,Have now,Yes,Have now,Not Surveyed,Yes,Not Surveyed,4.584967478670572,4.584967478670572,4.584967478670572,0.0,0.8209479278403897,3.75,1.6666666666666665,1,1,0,0.7,Stable_Formal
Uganda,Female,32.0,6.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,No,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,Yes - sometimes,5.303304908059076,6.398594934535208,7.0909098220799835,-1.0952900264761318,0.6554645923238978,2.5,0.0,1,0,1,0.5,High_Risk_Informal
Uganda,Male,38.0,3.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,No,Yes - sometimes,5.484796933490655,7.0909098220799835,7.9658927350845286,-1.6061128885893288,0.6117401909157398,5.0,0.0,1,0,0,0.5,High_Risk_Informal
Ghana,Male,26.0,1.0,No,Never had,Never had,Have now,Never had,Yes,No,Yes,Used to have but don't have now,Never had,Yes,Have now,No,Not Surveyed,Yes - always,7.824445930877619,8.517393171418904,7.824445930877619,-0.6929472405412849,0.8866784376228201,2.0,2.0,1,0,0,1.0,Stable_Formal
DRC,Not Surveyed,26.0,0.0,Not Surveyed,Used to have but don't have now,Used to have but don't have now,Never had,Not Surveyed,No,Yes,Not Surveyed,Used to have but don't have now,Used to have but don't have now,No,Have now,Not Surveyed,Yes,Not Surveyed,8.006700845440367,6.90875477931522,7.601402334583733,1.0979460661251466,0.9308599381809819,1.25,0.0,1,1,0,0.7,Large_Informal
Ghana,Female,26.0,1.0,No,Never had,Never had,Never had,Never had,Yes,No,Yes,Never had,Never had,Yes,Have now,No,Not Surveyed,Yes - always,8.101980731853192,8.006700845440367,8.24301946898925,0.09527988641282548,0.8765513000416916,2.0,1.0,1,0,0,1.0,Large_Informal
Uganda,Male,22.0,0.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,Yes,No,3.9318256327243257,8.881975184248867,8.188966863648876,-4.950149551524541,0.4278854947533269,5.0,0.0,1,1,1,0.5,High_Risk_Informal
Uganda,Male,37.0,7.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,Yes - sometimes,5.707110264748875,7.496097345175956,8.188966863648876,-1.7889870804270807,0.6210829083872244,5.0,0.0,1,0,1,0.5,High_Risk_Informal
Ghana,Female,50.0,2.0,Yes,Never had,Never had,Have now,Never had,No,Yes,Yes,Used to have but don't have now,Used to have but don't have now,Yes,Have now,Yes - always,Not Surveyed,Yes - always,6.68586094706836,5.993961427306569,6.274762021241939,0.6918995197617903,0.9190487506733529,3.0,2.0,1,0,1,1.0,Stable_Formal
Kenya,Male,61.0,3.0,No,Never had,Never had,Have now,Never had,No,No,Yes,Never had,Used to have but don't have now,No,Never had,Yes - sometimes,Yes,Yes - always,13.122365377402328,12.611541086966115,15.607270193858982,0.5108242904362132,0.7901578780993581,1.0,1.0,0,1,1,1.0,Large_Informal
Uganda,Male,29.0,2.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,No,No,4.110873864173311,5.8888779583328805,7.0909098220799835,-1.7780040941595692,0.5080854878588305,5.0,0.0,1,0,0,0.5,High_Risk_Informal
DRC,Not Surveyed,37.0,1.0,Not Surveyed,Used to have but don't have now,Used to have but don't have now,Have now,Not Surveyed,No,Yes,Not Surveyed,Used to have but don't have now,Used to have but don't have now,Yes,Have now,Not Surveyed,Yes,Not Surveyed,7.601402334583733,5.707110264748875,7.601402334583733,1.894292069834858,0.8837398878576704,2.5,1.6666666666666665,1,1,0,0.7,Stable_Formal
Kenya,Female,30.0,7.0,No,Never had,Never had,Never had,Never had,No,Yes,No,Never had,Never had,No,Never had,Yes - always,Yes,Yes - always,10.596659732783579,11.289794413577894,11.695255355062795,-0.6931346807943157,0.8346944930538709,1.0,0.0,0,1,1,1.0,Large_Informal
Kenya,Male,34.0,7.0,No,Used to have but don't have now,Never had,Never had,Never had,No,Yes,Yes,Never had,Used to have but don't have now,No,Have now,Yes - sometimes,No,No,11.350418300109132,11.156264806643742,12.611541086966115,0.19415349346538946,0.8338819408904296,2.0,0.0,1,0,1,1.0,Large_Informal
Kenya,Male,26.0,15.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Never had,Yes - sometimes,Yes,No,13.928840136128022,10.819798284210286,16.41374596746404,3.109041851917736,0.7998761531351589,2.0,0.0,0,1,1,1.0,Large_Informal
DRC,Not Surveyed,23.0,2.0,Not Surveyed,Used to have but don't have now,Used to have but don't have now,Have now,Not Surveyed,No,Yes,Not Surveyed,Used to have but don't have now,Used to have but don't have now,Yes,Have now,Not Surveyed,Yes,Not Surveyed,4.584967478670572,8.699681400989514,9.210440366976517,-4.114713922318941,0.4490469866020341,2.5,1.6666666666666665,1,1,0,0.7,High_Risk_Informal
DRC,Not Surveyed,44.0,17.0,Not Surveyed,Never had,Don't know,Never had,Not Surveyed,No,Yes,Not Surveyed,Used to have but don't have now,Never had,No,Have now,Not Surveyed,Yes,Not Surveyed,6.90875477931522,6.2166061010848646,6.90875477931522,0.6921486782303559,0.8735578447045257,1.25,0.0,1,1,0,0.7,Established_Veterans
Kenya,Male,27.0,12.0,No,Never had,Never had,Never had,Never had,No,No,No,Never had,Never had,Yes,Never had,No,Yes,No,13.1421679654829,12.793862088206213,13.1421679654829,0.3483058772766867,0.9292894835897352,1.0,0.0,0,1,0,1.0,Large_Informal
Ghana,Male,39.0,0.0,No,Have now,Never had,Have now,Never had,No,Yes,Yes,Never had,Used to have but don't have now,Yes,Have now,Yes - sometimes,Not Surveyed,Yes - always,7.313886831633462,7.409136443920128,8.294299608857235,-0.09524961228666662,0.7869217842583329,3.0,1.0,1,0,1,1.0,Large_Informal
Kenya,Male,31.0,13.0,No,Never had,Never had,Never had,Have now,No,Yes,Yes,Never had,Have now,No,Never had,Yes - sometimes,No,Yes - always,11.918397239722838,11.918397239722838,12.429220196836383,0.0,0.887497342737037,3.0,0.0,0,0,1,1.0,Large_Informal
Kenya,Female,50.0,11.0,No,Never had,Never had,Have now,Never had,No,No,Yes,Never had,Never had,No,Never had,Yes - sometimes,No,Yes - always,12.206077645517674,11.918397239722838,12.765691290604371,0.2876804057948359,0.8867028460712906,1.0,1.0,0,0,1,1.0,Large_Informal
Ghana,Male,34.0,2.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Never had,No,Not Surveyed,Yes - sometimes,8.294299608857235,8.006700845440367,8.987321812850125,0.2875987634168684,0.830482862601406,2.0,0.0,0,0,0,1.0,Large_Informal
DRC,Not Surveyed,52.0,1.0,Not Surveyed,Used to have but don't have now,Used to have but don't have now,Have now,Not Surveyed,No,Yes,Not Surveyed,Used to have but don't have now,Used to have but don't have now,No,Have now,Not Surveyed,Yes,Not Surveyed,8.936035096566041,4.61512051684126,6.398594934535208,4.320914579724781,1.2078016401268787,1.25,1.6666666666666665,1,1,0,0.7,Stable_Formal
DRC,Not Surveyed,36.0,2.0,Not Surveyed,Used to have but don't have now,Used to have but don't have now,Have now,Not Surveyed,No,Yes,Not Surveyed,Used to have but don't have now,Used to have but don't have now,No,Have now,Not Surveyed,Yes,Not Surveyed,8.006700845440367,6.2166061010848646,7.601402334583733,1.7900947443555024,0.9308599381809819,1.25,1.6666666666666665,1,1,0,0.7,Stable_Formal
Uganda,Female,36.0,2.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,No,3.9318256327243257,5.484796933490655,7.427144133408616,-1.552971300766329,0.46656679540308027,5.0,0.0,1,0,1,0.5,High_Risk_Informal
Kenya,Female,58.0,20.0,No,Have now,Have now,Have now,Never had,No,Yes,Yes,Never had,Have now,No,Have now,Yes - sometimes,No,Yes - always,12.206077645517674,13.217675375388819,13.652992804936396,-1.011597729871145,0.8330091884987216,3.0,2.0,2,0,1,1.0,Established_Veterans
DRC,Not Surveyed,34.0,0.0,Not Surveyed,Used to have but don't have now,Used to have but don't have now,Have now,Not Surveyed,No,Yes,Not Surveyed,Used to have but don't have now,Used to have but don't have now,No,Have now,Not Surveyed,Yes,Not Surveyed,8.006700845440367,3.713572066704308,5.303304908059076,4.293128778736059,1.2702385434668437,1.25,1.6666666666666665,1,1,0,0.7,Stable_Formal
Ghana,Male,30.0,0.0,No,Never had,Never had,Have now,Never had,Yes,No,Yes,Never had,Never had,Yes,Have now,No,Not Surveyed,Yes - always,7.696667081526462,8.79497643168877,9.305741456739435,-1.0983093501623085,0.7468329293758121,2.0,2.0,1,0,0,1.0,Stable_Formal
Uganda,Female,32.0,5.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,Yes - sometimes,3.9318256327243257,7.560601162768557,8.188966863648876,-3.6287755300442313,0.4278854947533269,5.0,0.0,1,0,1,0.5,High_Risk_Informal
Uganda,Female,26.0,2.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,No,Yes,Yes - always,5.303304908059076,7.783640596221253,8.476579508530941,-2.480335688162177,0.5596222670094174,5.0,0.0,1,1,0,0.5,High_Risk_Informal
Ghana,Female,32.0,3.0,No,Never had,Have now,Have now,Never had,No,No,Yes,Used to have but don't have now,Never had,Yes,Have now,Yes - sometimes,Not Surveyed,Yes - always,6.90875477931522,7.0909098220799835,7.719129840906732,-0.18215504276476313,0.7923674615902676,2.0,2.0,2,0,1,1.0,Stable_Formal
Uganda,Female,29.0,2.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Don't know,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,No,5.017279836814924,7.0909098220799835,8.006700845440367,-2.0736299852650593,0.557060784288724,5.0,0.0,1,0,1,0.5,High_Risk_Informal
Ghana,Female,75.0,6.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Never had,No,Not Surveyed,No,6.2166061010848646,6.111467339502679,6.7464121285733745,0.10513876158218594,0.8025142476159156,2.0,0.0,0,0,0,1.0,Established_Veterans
Ghana,Male,40.0,6.0,No,Never had,Never had,Have now,Never had,No,No,Yes,Never had,Never had,Yes,Have now,No,Not Surveyed,Yes - always,6.90875477931522,8.006700845440367,8.517393171418904,-1.0979460661251466,0.7259083085967779,2.0,1.0,1,0,0,1.0,Large_Informal
Kenya,Male,21.0,5.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,No,Have now,Yes - sometimes,No,Yes - always,12.899222326086994,11.918397239722838,15.38412668421143,0.9808250863641561,0.787299962622807,1.0,0.0,1,0,1,1.0,Large_Informal
Ghana,Female,60.0,0.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Never had,Yes,Never had,No,Not Surveyed,No,6.68586094706836,6.90875477931522,8.006700845440367,-0.22289383224686077,0.7423207522711349,3.0,0.0,0,0,0,1.0,Large_Informal
DRC,Not Surveyed,50.0,1.0,Not Surveyed,Used to have but don't have now,Used to have but don't have now,Have now,Not Surveyed,No,Yes,Not Surveyed,Used to have but don't have now,Used to have but don't have now,No,Have now,Not Surveyed,Yes,Not Surveyed,6.90875477931522,5.993961427306569,6.90875477931522,0.9147933520086511,0.8735578447045257,1.25,1.6666666666666665,1,1,0,0.7,Stable_Formal
Ghana,Female,24.0,0.0,No,Never had,Never had,Have now,Never had,No,Yes,Yes,Never had,Never had,Yes,Never had,Yes - sometimes,Not Surveyed,No,7.824445930877619,6.398594934535208,6.883462586413092,1.4258509963424117,0.9925138662245716,3.0,1.0,0,0,1,1.0,Large_Informal
Uganda,Male,55.0,20.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,Yes,Yes - sometimes,5.993961427306569,7.783640596221253,8.881975184248867,-1.7896791689146836,0.6065549969059321,5.0,0.0,1,1,1,0.5,High_Risk_Informal
Ghana,Male,49.0,0.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Used to have but don't have now,Never had,Yes,Have now,Yes - sometimes,Not Surveyed,No,6.55250788703459,8.160803920954665,8.853808274977197,-1.608296033920075,0.664972130995694,3.0,0.0,1,0,1,1.0,Large_Informal
Ghana,Male,59.0,7.0,No,Never had,Never had,Never had,Never had,Yes,Yes,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Not Surveyed,Yes - always,8.699681400989514,9.472781556562168,11.156264806643742,-0.7731001555726547,0.7156541535879419,3.0,1.0,1,0,1,1.0,Large_Informal
Kenya,Female,60.0,15.0,No,Never had,Never had,Never had,Never had,No,No,No,Never had,Never had,No,Never had,Yes - sometimes,Yes,No,11.002116507732017,8.987321812850125,10.778977123006351,2.0147946948818927,0.9340468525270337,0.0,0.0,0,1,1,1.0,Established_Veterans
Kenya,Female,43.0,10.0,Yes,Never had,Never had,Have now,Never had,Yes,Yes,Yes,Never had,Have now,Yes,Never had,No,No,Yes - always,14.953343880298434,15.894952224644102,17.011936294903045,-0.9416083443456689,0.8301908043351163,4.0,3.0,0,0,0,1.0,Stable_Formal
Uganda,Female,52.0,6.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,No,Yes - sometimes,6.68586094706836,8.343077871169383,9.169622538697624,-1.6572169241010233,0.6574345234178757,5.0,0.0,1,0,1,0.5,High_Risk_Informal
Kenya,Female,27.0,3.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,No,Have now,No,No,Yes - always,11.51293546492023,11.51293546492023,10.596659732783579,0.0,0.9927803117628207,1.0,0.0,1,0,0,1.0,Large_Informal
Ghana,Female,66.0,10.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Never had,Yes,Never had,Yes - sometimes,Not Surveyed,Yes - sometimes,8.006700845440367,9.210440366976517,10.596659732783579,-1.20373952153615,0.6904316441057201,3.0,0.0,0,0,1,1.0,Established_Veterans
Uganda,Female,37.0,5.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,Yes,Yes - always,4.61512051684126,8.699681400989514,8.699681400989514,-4.084560884148254,0.475801248108051,5.0,0.0,1,1,1,0.5,High_Risk_Informal
Uganda,Female,66.0,2.0,No,Not Surveyed,Not Surveyed,Not Surveyed,Never had,No,Yes,Yes,Not Surveyed,Not Surveyed,Not Surveyed,Have now,Yes - sometimes,Yes,No,3.258096538021482,5.198497031265826,5.8888779583328805,-1.940400493244344,0.4729502478818694,5.0,0.0,1,1,1,0.5,High_Risk_Informal
